year,lat,lon,sm_mean_m3m3,valid_days
2016,38.454861,-78.096474,0.267335,80
2016,38.454861,-78.003113,0.259615,115
2016,38.454861,-77.909752,0.269988,91
2016,38.365215,-78.189835,0.251524,91
2016,38.365215,-78.096474,0.223501,168
2016,38.365215,-78.003113,0.233193,169
2016,38.275677,-78.283195,0.295066,34
2016,38.275677,-78.189835,0.305605,37
2016,38.275677,-78.096474,0.259316,100
