VComment,ProjectYea,OBJECTID_1,VLPID,TileName,PointCloud,PointClo_1,PointClo_2,DEMHost,DEMDownloa,ShapeSTAre,ShapeSTLen,Shape_Length,Shape_Area
Current,2016,10573,29,S13_3980_30,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3980_30.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y422_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3751781.003174025099725,7747.822744731564853,7747.822744730076920,3751781.003172585740685
Current,2016,10631,29,S13_3898_10,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3898_10.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y421_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3744924.292900950182229,7740.739655737112116,7740.739655743494950,3744924.292907118331641
Current,2016,10632,29,S13_3898_20,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3898_20.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y421_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3746294.945775085128844,7742.156079160645277,7742.156079160053196,3746294.945774513762444
Current,2016,10633,29,S13_3899_10,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3899_10.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y421_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3747666.719890470150858,7743.573402916071245,7743.573402912526944,3747666.719887045677751
Current,2016,10634,29,S13_3899_20,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3899_20.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y422_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3749038.842205150052905,7744.990826339706473,7744.990826338615989,3749038.842204087413847
Current,2016,10635,29,S13_3990_10,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3990_10.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y422_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3750412.183146649971604,7746.409249767348228,7746.409249768916197,3750412.183148162905127
Current,2016,10636,29,S13_3990_20,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3990_20.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y422_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3751785.776790780015290,7747.827673191234680,7747.827673189867710,3751785.776789461262524
Current,2016,10637,29,S13_3991_10,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3991_10.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y422_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3753160.783094725105911,7749.247296623453622,7749.247296626417665,3753160.783097597304732
Current,2016,10693,29,S13_3897_40,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3897_40.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y421_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3742188.972000305075198,7737.912217689001409,7737.912217690520265,3742188.972001769579947
Current,2016,10694,29,S13_3897_30,USGS,LAZ,"<a href=""""https://rockyweb.usgs.gov/vdelivery/Datasets/Staged/Elevation/LPC/Projects/VA_ChesapeakeBay_2015/VA_ChesapeakeBaySouth_2015/LAZ/USGS_LPC_VA_ChesapeakeBay_2015_LAS_S13_3897_30.laz"""">Download LPC</a>",USGS,"<a href=""""https://prd-tnm.s3.amazonaws.com/StagedProducts/Elevation/1m/Projects/VA_ChesapeakeBaySouth_2015/TIFF/USGS_one_meter_x69y421_VA_ChesapeakeBaySouth_2015.tif"""">Download DEM Block</a>",3743558.057939114980400,7739.327538649016788,7739.327538649131384,3743558.057939224410802
